Reporting Period,County,Age,Number of Eligible Individuals
2015-10,Modoc,8,61
2015-10,Modoc,9,63
2015-10,Modoc,10,63
2015-10,Modoc,11,59
2015-10,Modoc,12,68
2015-10,Modoc,13,44
2015-10,Modoc,14,53
2015-10,Modoc,15,51
2015-10,Modoc,16,42
2015-10,Modoc,17,60
2015-10,Modoc,18,51
2015-10,Modoc,19,55
2015-10,Modoc,20,39
2015-10,Mono,0,119
2015-10,Mono,1,86
2015-10,Mono,2,103
2015-10,Mono,3,97
2015-10,Mono,4,86
2015-10,Mono,5,79
2015-10,Mono,6,87
2015-10,Mono,7,87
2015-10,Mono,8,98
2015-10,Mono,9,89
2015-10,Mono,10,99
2015-10,Mono,11,84
2015-10,Mono,12,78
2015-10,Mono,13,88
2015-10,Mono,14,71
2015-10,Mono,15,60
2015-10,Mono,16,61
2015-10,Mono,17,70
2015-10,Mono,18,58
2015-10,Mono,19,55
2015-10,Mono,20,61
2015-10,Monterey,0,5529
2015-10,Monterey,1,4911
2015-10,Monterey,2,4727
2015-10,Monterey,3,4801
2015-10,Monterey,4,4848
2015-10,Monterey,5,4897
2015-10,Monterey,6,4902
2015-10,Monterey,7,5206
2015-10,Monterey,8,4971
2015-10,Monterey,9,4798
2015-10,Monterey,10,4581
2015-10,Monterey,11,4204
2015-10,Monterey,12,4119
2015-10,Monterey,13,3923
2015-10,Monterey,14,3757
2015-10,Monterey,15,3565
2015-10,Monterey,16,3411
2015-10,Monterey,17,3386
2015-10,Monterey,18,3250
2015-10,Monterey,19,2805
2015-10,Monterey,20,2674
2015-10,Napa,0,837
2015-10,Napa,1,725
2015-10,Napa,2,703
2015-10,Napa,3,716
2015-10,Napa,4,765
2015-10,Napa,5,732
2015-10,Napa,6,787
2015-10,Napa,7,812
2015-10,Napa,8,836
2015-10,Napa,9,836
2015-10,Napa,10,742
2015-10,Napa,11,760
2015-10,Napa,12,722
2015-10,Napa,13,704
2015-10,Napa,14,634
2015-10,Napa,15,640
2015-10,Napa,16,649
2015-10,Napa,17,643
2015-10,Napa,18,581
2015-10,Napa,19,516
2015-10,Napa,20,469
2015-10,Nevada,0,537
2015-10,Nevada,1,493
2015-10,Nevada,2,517
2015-10,Nevada,3,493
2015-10,Nevada,4,468
2015-10,Nevada,5,477
2015-10,Nevada,6,474
2015-10,Nevada,7,500
2015-10,Nevada,8,510
2015-10,Nevada,9,480
2015-10,Nevada,10,444
2015-10,Nevada,11,431
2015-10,Nevada,12,452
2015-10,Nevada,13,469
2015-10,Nevada,14,420
2015-10,Nevada,15,447
2015-10,Nevada,16,448
2015-10,Nevada,17,430
2015-10,Nevada,18,444
2015-10,Nevada,19,390
2015-10,Nevada,20,319
2015-10,Orange,0,19033
2015-10,Orange,1,18713
2015-10,Orange,2,18280
2015-10,Orange,3,18525
2015-10,Orange,4,18518
2015-10,Orange,5,19002
2015-10,Orange,6,20075
2015-10,Orange,7,21101
2015-10,Orange,8,21125
2015-10,Orange,9,20277
2015-10,Orange,10,19794
2015-10,Orange,11,19027
2015-10,Orange,12,19155
2015-10,Orange,13,18409
2015-10,Orange,14,18825
2015-10,Orange,15,18986
2015-10,Orange,16,18519
2015-10,Orange,17,18258
2015-10,Orange,18,18020
2015-10,Orange,19,14931
2015-10,Orange,20,14310
2015-10,Placer,0,1424
2015-10,Placer,1,1427
2015-10,Placer,2,1373
2015-10,Placer,3,1316
2015-10,Placer,4,1312
2015-10,Placer,5,1360
2015-10,Placer,6,1374
2015-10,Placer,7,1446
2015-10,Placer,8,1533
2015-10,Placer,9,1435
2015-10,Placer,10,1306
2015-10,Placer,11,1323
2015-10,Placer,12,1312
2015-10,Placer,13,1250
2015-10,Placer,14,1263
2015-10,Placer,15,1194
2015-10,Placer,16,1272
2015-10,Placer,17,1177
2015-10,Placer,18,1191
2015-10,Placer,19,946
2015-10,Placer,20,895
2015-10,Plumas,0,114
2015-10,Plumas,1,119
2015-10,Plumas,2,122
2015-10,Plumas,3,109
2015-10,Plumas,4,100
2015-10,Plumas,5,118
2015-10,Plumas,6,105
2015-10,Plumas,7,109
2015-10,Plumas,8,116
2015-10,Plumas,9,99
2015-10,Plumas,10,110
2015-10,Plumas,11,95
2015-10,Plumas,12,95
2015-10,Plumas,13,99
2015-10,Plumas,14,97
2015-10,Plumas,15,91
2015-10,Plumas,16,82
2015-10,Plumas,17,87
2015-10,Plumas,18,70
2015-10,Plumas,19,85
2015-10,Plumas,20,92
2015-10,Riverside,0,21581
2015-10,Riverside,1,19907
2015-10,Riverside,2,20014
2015-10,Riverside,3,19404
2015-10,Riverside,4,20073
2015-10,Riverside,5,19649
2015-10,Riverside,6,19942
2015-10,Riverside,7,21221
2015-10,Riverside,8,21495
2015-10,Riverside,9,20656
2015-10,Riverside,10,19823
2015-10,Riverside,11,19096
2015-10,Riverside,12,19281
2015-10,Riverside,13,18747
2015-10,Riverside,14,19008
2015-10,Riverside,15,18365
2015-10,Riverside,16,18358
2015-10,Riverside,17,17727
2015-10,Riverside,18,17322
2015-10,Riverside,19,15181
2015-10,Riverside,20,13751
2015-10,Sacramento,0,12568
2015-10,Sacramento,1,12624
2015-10,Sacramento,2,12343
2015-10,Sacramento,3,12197
2015-10,Sacramento,4,12293
2015-10,Sacramento,5,11849
2015-10,Sacramento,6,12092
2015-10,Sacramento,7,12300
2015-10,Sacramento,8,12337
2015-10,Sacramento,9,11820
2015-10,Sacramento,10,11264
2015-10,Sacramento,11,10803
2015-10,Sacramento,12,10623
2015-10,Sacramento,13,10295
2015-10,Sacramento,14,10244
2015-10,Sacramento,15,10135
2015-10,Sacramento,16,9807
2015-10,Sacramento,17,9762
2015-10,Sacramento,18,9446
2015-10,Sacramento,19,8606
2015-10,Sacramento,20,8655
2015-10,San Benito,0,499
2015-10,San Benito,1,431
2015-10,San Benito,2,441
2015-10,San Benito,3,445
2015-10,San Benito,4,472
2015-10,San Benito,5,427
2015-10,San Benito,6,433
2015-10,San Benito,7,471
2015-10,San Benito,8,545
2015-10,San Benito,9,474
2015-10,San Benito,10,468
2015-10,San Benito,11,408
2015-10,San Benito,12,423
2015-10,San Benito,13,424
2015-10,San Benito,14,461
2015-10,San Benito,15,382
2015-10,San Benito,16,397
2015-10,San Benito,17,394
2015-10,San Benito,18,372
2015-10,San Benito,19,316
2015-10,San Benito,20,299
2015-10,San Bernardino,0,22378
2015-10,San Bernardino,1,20904
2015-10,San Bernardino,2,20172
2015-10,San Bernardino,3,20181
2015-10,San Bernardino,4,20367
2015-10,San Bernardino,5,20501
2015-10,San Bernardino,6,21204
2015-10,San Bernardino,7,21886
2015-10,San Bernardino,8,21953
2015-10,San Bernardino,9,20914
2015-10,San Bernardino,10,20323
2015-10,San Bernardino,11,19436
2015-10,San Bernardino,12,19187
2015-10,San Bernardino,13,18942
2015-10,San Bernardino,14,18860
2015-10,San Bernardino,15,18488
2015-10,San Bernardino,16,18618
2015-10,San Bernardino,17,18331
2015-10,San Bernardino,18,17714
2015-10,San Bernardino,19,16006
2015-10,San Bernardino,20,14793
2015-10,San Diego,0,21245
2015-10,San Diego,1,20077
2015-10,San Diego,2,19576
2015-10,San Diego,3,19628
2015-10,San Diego,4,19387
2015-10,San Diego,5,19429
2015-10,San Diego,6,19732
2015-10,San Diego,7,20280
2015-10,San Diego,8,20279
2015-10,San Diego,9,19457
2015-10,San Diego,10,18862
2015-10,San Diego,11,18228
2015-10,San Diego,12,17765
2015-10,San Diego,13,17294
2015-10,San Diego,14,17568
2015-10,San Diego,15,17386
2015-10,San Diego,16,17269
2015-10,San Diego,17,17178
2015-10,San Diego,18,16451
2015-10,San Diego,19,13874
2015-10,San Diego,20,13311
2015-10,San Francisco,0,3297
2015-10,San Francisco,1,3086
2015-10,San Francisco,2,3049
2015-10,San Francisco,3,2958
2015-10,San Francisco,4,2912
2015-10,San Francisco,5,2789
2015-10,San Francisco,6,2952
2015-10,San Francisco,7,3040
2015-10,San Francisco,8,2930
2015-10,San Francisco,9,2777
2015-10,San Francisco,10,2802
2015-10,San Francisco,11,2683
2015-10,San Francisco,12,2647
2015-10,San Francisco,13,2611
2015-10,San Francisco,14,2683
2015-10,San Francisco,15,2639
2015-10,San Francisco,16,2701
2015-10,San Francisco,17,2785
2015-10,San Francisco,18,2922
2015-10,San Francisco,19,2504
2015-10,San Francisco,20,2553
2015-10,San Joaquin,0,7449
2015-10,San Joaquin,1,6971
2015-10,San Joaquin,2,6923
2015-10,San Joaquin,3,7112
2015-10,San Joaquin,4,6973
2015-10,San Joaquin,5,7185
2015-10,San Joaquin,6,7286
2015-10,San Joaquin,7,7400
2015-10,San Joaquin,8,7440
2015-10,San Joaquin,9,7317
2015-10,San Joaquin,10,7009
2015-10,San Joaquin,11,6551
2015-10,San Joaquin,12,6357
2015-10,San Joaquin,13,6234
2015-10,San Joaquin,14,6317
2015-10,San Joaquin,15,6039
2015-10,San Joaquin,16,5729
2015-10,San Joaquin,17,5841
2015-10,San Joaquin,18,5584
2015-10,San Joaquin,19,4821
2015-10,San Joaquin,20,4823
2015-10,San Luis Obispo,0,1445
2015-10,San Luis Obispo,1,1342
2015-10,San Luis Obispo,2,1328
2015-10,San Luis Obispo,3,1377
2015-10,San Luis Obispo,4,1361
2015-10,San Luis Obispo,5,1398
2015-10,San Luis Obispo,6,1363
2015-10,San Luis Obispo,7,1430
2015-10,San Luis Obispo,8,1506
2015-10,San Luis Obispo,9,1364
2015-10,San Luis Obispo,10,1343
2015-10,San Luis Obispo,11,1344
2015-10,San Luis Obispo,12,1272
2015-10,San Luis Obispo,13,1182
2015-10,San Luis Obispo,14,1173
2015-10,San Luis Obispo,15,1144
2015-10,San Luis Obispo,16,1151
2015-10,San Luis Obispo,17,1140
2015-10,San Luis Obispo,18,1146
2015-10,San Luis Obispo,19,924
2015-10,San Luis Obispo,20,938
2015-10,San Mateo,0,3122
2015-10,San Mateo,1,2966
2015-10,San Mateo,2,2965
2015-10,San Mateo,3,3049
2015-10,San Mateo,4,3016
2015-10,San Mateo,5,3023
2015-10,San Mateo,6,3054
2015-10,San Mateo,7,3315
2015-10,San Mateo,8,3190
2015-10,San Mateo,9,2988
2015-10,San Mateo,10,2893
2015-10,San Mateo,11,2758
2015-10,San Mateo,12,2896
2015-10,San Mateo,13,2788
2015-10,San Mateo,14,2743
2015-10,San Mateo,15,2755
2015-10,San Mateo,16,2710
2015-10,San Mateo,17,2687
2015-10,San Mateo,18,2660
2015-10,San Mateo,19,2263
2015-10,San Mateo,20,2160
2015-10,Santa Barbara,0,4345
2015-10,Santa Barbara,1,3916
2015-10,Santa Barbara,2,3760
2015-10,Santa Barbara,3,3695
2015-10,Santa Barbara,4,3818
2015-10,Santa Barbara,5,3692
2015-10,Santa Barbara,6,3861
2015-10,Santa Barbara,7,3972
2015-10,Santa Barbara,8,3916
2015-10,Santa Barbara,9,3661
2015-10,Santa Barbara,10,3569
2015-10,Santa Barbara,11,3295
2015-10,Santa Barbara,12,3133
2015-10,Santa Barbara,13,2961
2015-10,Santa Barbara,14,2917
2015-10,Santa Barbara,15,2897
2015-10,Santa Barbara,16,2754
2015-10,Santa Barbara,17,2807
2015-10,Santa Barbara,18,2578
2015-10,Santa Barbara,19,2162
2015-10,Santa Barbara,20,2166
2015-10,Santa Clara,0,8604
2015-10,Santa Clara,1,8387
2015-10,Santa Clara,2,8154
2015-10,Santa Clara,3,8313
2015-10,Santa Clara,4,8273
2015-10,Santa Clara,5,8357
2015-10,Santa Clara,6,8669
2015-10,Santa Clara,7,9243
2015-10,Santa Clara,8,9146
2015-10,Santa Clara,9,8879
2015-10,Santa Clara,10,8467
2015-10,Santa Clara,11,8245
2015-10,Santa Clara,12,8398
2015-10,Santa Clara,13,8365
2015-10,Santa Clara,14,8216
2015-10,Santa Clara,15,8112
2015-10,Santa Clara,16,7683
2015-10,Santa Clara,17,7640
2015-10,Santa Clara,18,7561
2015-10,Santa Clara,19,6537
2015-10,Santa Clara,20,6309
2015-10,Santa Cruz,0,1851
2015-10,Santa Cruz,1,1783
2015-10,Santa Cruz,2,1708
2015-10,Santa Cruz,3,1698
2015-10,Santa Cruz,4,1743
2015-10,Santa Cruz,5,1703
2015-10,Santa Cruz,6,1743
2015-10,Santa Cruz,7,1878
2015-10,Santa Cruz,8,1903
2015-10,Santa Cruz,9,1786
2015-10,Santa Cruz,10,1666
2015-10,Santa Cruz,11,1656
2015-10,Santa Cruz,12,1611
2015-10,Santa Cruz,13,1530
2015-10,Santa Cruz,14,1491
2015-10,Santa Cruz,15,1398
2015-10,Santa Cruz,16,1415
2015-10,Santa Cruz,17,1430
2015-10,Santa Cruz,18,1467
2015-10,Santa Cruz,19,1090
2015-10,Santa Cruz,20,1122
2015-10,Shasta,0,1548
2015-10,Shasta,1,1471
2015-10,Shasta,2,1389
2015-10,Shasta,3,1347
2015-10,Shasta,4,1312
2015-10,Shasta,5,1352
2015-10,Shasta,6,1278
2015-10,Shasta,7,1413
2015-10,Shasta,8,1344
2015-10,Shasta,9,1256
2015-10,Shasta,10,1172
2015-10,Shasta,11,1132
2015-10,Shasta,12,1155
2015-10,Shasta,13,1134
2015-10,Shasta,14,1161
2015-10,Shasta,15,1016
2015-10,Shasta,16,1139
2015-10,Shasta,17,1124
2015-10,Shasta,18,1067
2015-10,Shasta,19,982
2015-10,Shasta,20,939
2015-10,Sierra,0,21
2015-10,Sierra,1,
2015-10,Sierra,2,17
2015-10,Sierra,3,16
2015-10,Sierra,4,14
2015-10,Sierra,5,12
2015-10,Sierra,6,12
2015-10,Sierra,7,12
2015-10,Sierra,8,12
2015-10,Sierra,9,
2015-10,Sierra,10,17
2015-10,Sierra,11,
2015-10,Sierra,12,16
2015-10,Sierra,13,20
2015-10,Sierra,14,
2015-10,Sierra,15,
2015-10,Sierra,16,
2015-10,Sierra,17,11
2015-10,Sierra,18,16
2015-10,Sierra,19,15
2015-10,Sierra,20,12
2015-10,Siskiyou,0,372
2015-10,Siskiyou,1,360
2015-10,Siskiyou,2,375
2015-10,Siskiyou,3,363
2015-10,Siskiyou,4,371
2015-10,Siskiyou,5,345
2015-10,Siskiyou,6,354
2015-10,Siskiyou,7,368
2015-10,Siskiyou,8,358
2015-10,Siskiyou,9,328
2015-10,Siskiyou,10,341
2015-10,Siskiyou,11,303
2015-10,Siskiyou,12,319
2015-10,Siskiyou,13,274
2015-10,Siskiyou,14,310
2015-10,Siskiyou,15,256
2015-10,Siskiyou,16,315
2015-10,Siskiyou,17,289
2015-10,Siskiyou,18,261
2015-10,Siskiyou,19,252
2015-10,Siskiyou,20,237
2015-10,Solano,0,2727
2015-10,Solano,1,2690
2015-10,Solano,2,2640
2015-10,Solano,3,2553
2015-10,Solano,4,2688
2015-10,Solano,5,2674
2015-10,Solano,6,2738
2015-10,Solano,7,2875
2015-10,Solano,8,2730
2015-10,Solano,9,2573
2015-10,Solano,10,2538
2015-10,Solano,11,2391
2015-10,Solano,12,2433
2015-10,Solano,13,2282
2015-10,Solano,14,2273
2015-10,Solano,15,2263
2015-10,Solano,16,2209
2015-10,Solano,17,2128
2015-10,Solano,18,2155
2015-10,Solano,19,1883
2015-10,Solano,20,1773
2015-10,Sonoma,0,2951
2015-10,Sonoma,1,2719
2015-10,Sonoma,2,2700
2015-10,Sonoma,3,2630
2015-10,Sonoma,4,2905
2015-10,Sonoma,5,2934
2015-10,Sonoma,6,3044
2015-10,Sonoma,7,3023
2015-10,Sonoma,8,3017
2015-10,Sonoma,9,2942
2015-10,Sonoma,10,2831
2015-10,Sonoma,11,2771
2015-10,Sonoma,12,2674
2015-10,Sonoma,13,2603
2015-10,Sonoma,14,2544
2015-10,Sonoma,15,2429
2015-10,Sonoma,16,2429
2015-10,Sonoma,17,2394
2015-10,Sonoma,18,2277
2015-10,Sonoma,19,1840
2015-10,Sonoma,20,1762
2015-10,Stanislaus,0,5945
2015-10,Stanislaus,1,5341
2015-10,Stanislaus,2,5250
2015-10,Stanislaus,3,5142
2015-10,Stanislaus,4,5353
2015-10,Stanislaus,5,5313
2015-10,Stanislaus,6,5418
2015-10,Stanislaus,7,5727
2015-10,Stanislaus,8,5679
2015-10,Stanislaus,9,5448
2015-10,Stanislaus,10,5132
2015-10,Stanislaus,11,4894
2015-10,Stanislaus,12,4985
2015-10,Stanislaus,13,4903
2015-10,Stanislaus,14,4747
2015-10,Stanislaus,15,4600
2015-10,Stanislaus,16,4544
2015-10,Stanislaus,17,4522
2015-10,Stanislaus,18,4433
2015-10,Stanislaus,19,4124
2015-10,Stanislaus,20,3829
2015-10,Sutter,0,1007
2015-10,Sutter,1,920
2015-10,Sutter,2,922
2015-10,Sutter,3,903
2015-10,Sutter,4,965
2015-10,Sutter,5,999
2015-10,Sutter,6,990
2015-10,Sutter,7,976
2015-10,Sutter,8,1005
2015-10,Sutter,9,943
2015-10,Sutter,10,904
2015-10,Sutter,11,924
2015-10,Sutter,12,907
2015-10,Sutter,13,865
2015-10,Sutter,14,840
2015-10,Sutter,15,808
2015-10,Sutter,16,771
2015-10,Sutter,17,773
2015-10,Sutter,18,781
2015-10,Sutter,19,646
2015-10,Sutter,20,587
2015-10,Tehama,0,693
2015-10,Tehama,1,647
2015-10,Tehama,2,628
2015-10,Tehama,3,679
2015-10,Tehama,4,660
2015-10,Tehama,5,651
2015-10,Tehama,6,656
2015-10,Tehama,7,716
2015-10,Tehama,8,639
2015-10,Tehama,9,668
2015-10,Tehama,10,619
2015-10,Tehama,11,600
2015-10,Tehama,12,536
2015-10,Tehama,13,565
2015-10,Tehama,14,473
2015-10,Tehama,15,497
2015-10,Tehama,16,518
2015-10,Tehama,17,460
2015-10,Tehama,18,458
2015-10,Tehama,19,441
2015-10,Tehama,20,393
2015-10,Trinity,0,89
2015-10,Trinity,1,98
2015-10,Trinity,2,110
2015-10,Trinity,3,86
2015-10,Trinity,4,85
2015-10,Trinity,5,88
2015-10,Trinity,6,66
2015-10,Trinity,7,90
2015-10,Trinity,8,94
2015-10,Trinity,9,86
2015-10,Trinity,10,87
2015-10,Trinity,11,73
2015-10,Trinity,12,97
2015-10,Trinity,13,84
2015-10,Trinity,14,94
2015-10,Trinity,15,66
2015-10,Trinity,16,76
2015-10,Trinity,17,74
2015-10,Trinity,18,83
2015-10,Trinity,19,87
2015-10,Trinity,20,58
2015-10,Tulare,0,6715
2015-10,Tulare,1,6253
2015-10,Tulare,2,6342
2015-10,Tulare,3,6544
2015-10,Tulare,4,6523
2015-10,Tulare,5,6530
2015-10,Tulare,6,6688
2015-10,Tulare,7,6785
2015-10,Tulare,8,6866
2015-10,Tulare,9,6435
2015-10,Tulare,10,6400
2015-10,Tulare,11,6189
2015-10,Tulare,12,6020
2015-10,Tulare,13,5789
2015-10,Tulare,14,5771
2015-10,Tulare,15,5589
2015-10,Tulare,16,5347
2015-10,Tulare,17,5356
2015-10,Tulare,18,5135
2015-10,Tulare,19,4365
2015-10,Tulare,20,4133
2015-10,Tuolumne,0,272
2015-10,Tuolumne,1,322
2015-10,Tuolumne,2,296
2015-10,Tuolumne,3,292
2015-10,Tuolumne,4,281
2015-10,Tuolumne,5,270
2015-10,Tuolumne,6,263
2015-10,Tuolumne,7,276
2015-10,Tuolumne,8,273
2015-10,Tuolumne,9,274
2015-10,Tuolumne,10,256
2015-10,Tuolumne,11,241
2015-10,Tuolumne,12,259
2015-10,Tuolumne,13,229
2015-10,Tuolumne,14,278
2015-10,Tuolumne,15,252
2015-10,Tuolumne,16,252
2015-10,Tuolumne,17,258
2015-10,Tuolumne,18,252
2015-10,Tuolumne,19,229
2015-10,Tuolumne,20,210
2015-10,Ventura,0,5925
2015-10,Ventura,1,5467
2015-10,Ventura,2,5321
2015-10,Ventura,3,5388
2015-10,Ventura,4,5538
2015-10,Ventura,5,5609
2015-10,Ventura,6,5795
2015-10,Ventura,7,5973
2015-10,Ventura,8,5956
2015-10,Ventura,9,5725
2015-10,Ventura,10,5416
2015-10,Ventura,11,5208
2015-10,Ventura,12,5138
2015-10,Ventura,13,4908
2015-10,Ventura,14,4809
2015-10,Ventura,15,4758
2015-10,Ventura,16,4723
2015-10,Ventura,17,4641
2015-10,Ventura,18,4453
2015-10,Ventura,19,3544
2015-10,Ventura,20,3532
2015-10,Yolo,0,1360
2015-10,Yolo,1,1331
2015-10,Yolo,2,1309
2015-10,Yolo,3,1237
2015-10,Yolo,4,1228
2015-10,Yolo,5,1237
2015-10,Yolo,6,1297
2015-10,Yolo,7,1364
2015-10,Yolo,8,1292
2015-10,Yolo,9,1325
2015-10,Yolo,10,1197
2015-10,Yolo,11,1193
2015-10,Yolo,12,1178
2015-10,Yolo,13,1141
2015-10,Yolo,14,1133
2015-10,Yolo,15,1104
2015-10,Yolo,16,1087
2015-10,Yolo,17,1048
2015-10,Yolo,18,980
2015-10,Yolo,19,986
2015-10,Yolo,20,931
2015-10,Yuba,0,783
2015-10,Yuba,1,724
2015-10,Yuba,2,719
2015-10,Yuba,3,730
2015-10,Yuba,4,733
2015-10,Yuba,5,707
2015-10,Yuba,6,714
2015-10,Yuba,7,764
2015-10,Yuba,8,730
2015-10,Yuba,9,744
2015-10,Yuba,10,725
2015-10,Yuba,11,663
2015-10,Yuba,12,654
2015-10,Yuba,13,641
2015-10,Yuba,14,594
2015-10,Yuba,15,596
2015-10,Yuba,16,611
2015-10,Yuba,17,619
2015-10,Yuba,18,533
2015-10,Yuba,19,512
2015-10,Yuba,20,504
2015-11,Alameda,0,8381
2015-11,Alameda,1,8224
2015-11,Alameda,2,8210
2015-11,Alameda,3,8215
2015-11,Alameda,4,8107
2015-11,Alameda,5,8222
2015-11,Alameda,6,8651
2015-11,Alameda,7,8775
2015-11,Alameda,8,8830
2015-11,Alameda,9,8199
2015-11,Alameda,10,8041
2015-11,Alameda,11,7761
2015-11,Alameda,12,7611
2015-11,Alameda,13,7458
2015-11,Alameda,14,7282
2015-11,Alameda,15,7566
2015-11,Alameda,16,7241
2015-11,Alameda,17,7312
2015-11,Alameda,18,7236
2015-11,Alameda,19,6152
2015-11,Alameda,20,6021
2015-11,Alpine,0,
2015-11,Alpine,1,12
2015-11,Alpine,2,
2015-11,Alpine,3,
2015-11,Alpine,4,
2015-11,Alpine,5,
2015-11,Alpine,6,
2015-11,Alpine,7,
2015-11,Alpine,8,
2015-11,Alpine,9,
2015-11,Alpine,10,
2015-11,Alpine,11,
2015-11,Alpine,12,
2015-11,Alpine,13,
2015-11,Alpine,14,
2015-11,Alpine,15,
2015-11,Alpine,16,
2015-11,Alpine,17,
2015-11,Alpine,18,
2015-11,Alpine,19,
2015-11,Alpine,20,
2015-11,Amador,0,186
2015-11,Amador,1,180
2015-11,Amador,2,149
2015-11,Amador,3,173
2015-11,Amador,4,145
2015-11,Amador,5,149
2015-11,Amador,6,152
2015-11,Amador,7,156
2015-11,Amador,8,170
2015-11,Amador,9,169
2015-11,Amador,10,158
2015-11,Amador,11,150
2015-11,Amador,12,153
2015-11,Amador,13,145
2015-11,Amador,14,133
2015-11,Amador,15,142
2015-11,Amador,16,134
2015-11,Amador,17,138
2015-11,Amador,18,128
2015-11,Amador,19,125
2015-11,Amador,20,105
2015-11,Butte,0,1823
2015-11,Butte,1,1607
2015-11,Butte,2,1585
2015-11,Butte,3,1536
2015-11,Butte,4,1533
2015-11,Butte,5,1603
2015-11,Butte,6,1569
2015-11,Butte,7,1590
2015-11,Butte,8,1597
2015-11,Butte,9,1601
2015-11,Butte,10,1447
2015-11,Butte,11,1416
2015-11,Butte,12,1408
2015-11,Butte,13,1355
2015-11,Butte,14,1420
2015-11,Butte,15,1278
2015-11,Butte,16,1338
2015-11,Butte,17,1368
2015-11,Butte,18,1318
2015-11,Butte,19,1352
2015-11,Butte,20,1435
2015-11,Calaveras,0,239
2015-11,Calaveras,1,232
2015-11,Calaveras,2,215
2015-11,Calaveras,3,209
2015-11,Calaveras,4,224
2015-11,Calaveras,5,219
2015-11,Calaveras,6,228
2015-11,Calaveras,7,230
2015-11,Calaveras,8,234
2015-11,Calaveras,9,218
2015-11,Calaveras,10,228
2015-11,Calaveras,11,207
2015-11,Calaveras,12,194
2015-11,Calaveras,13,199
2015-11,Calaveras,14,193
2015-11,Calaveras,15,207
2015-11,Calaveras,16,221
2015-11,Calaveras,17,223
2015-11,Calaveras,18,192
2015-11,Calaveras,19,170
2015-11,Calaveras,20,177
2015-11,Colusa,0,238
2015-11,Colusa,1,221
2015-11,Colusa,2,240
2015-11,Colusa,3,249
2015-11,Colusa,4,234
2015-11,Colusa,5,237
2015-11,Colusa,6,273
2015-11,Colusa,7,279
2015-11,Colusa,8,306
2015-11,Colusa,9,275
2015-11,Colusa,10,245
2015-11,Colusa,11,258
2015-11,Colusa,12,233
2015-11,Colusa,13,237
2015-11,Colusa,14,214
2015-11,Colusa,15,218
2015-11,Colusa,16,211
2015-11,Colusa,17,241
2015-11,Colusa,18,198
2015-11,Colusa,19,169
2015-11,Colusa,20,157
2015-11,Contra Costa,0,5928
2015-11,Contra Costa,1,5652
2015-11,Contra Costa,2,5653
2015-11,Contra Costa,3,5565
2015-11,Contra Costa,4,5654
2015-11,Contra Costa,5,5655
2015-11,Contra Costa,6,5764
2015-11,Contra Costa,7,5935
2015-11,Contra Costa,8,6107
2015-11,Contra Costa,9,5738
2015-11,Contra Costa,10,5632
2015-11,Contra Costa,11,5545
2015-11,Contra Costa,12,5442
2015-11,Contra Costa,13,5440
2015-11,Contra Costa,14,5459
2015-11,Contra Costa,15,5309
2015-11,Contra Costa,16,5212
2015-11,Contra Costa,17,5296
2015-11,Contra Costa,18,4955
2015-11,Contra Costa,19,4371
2015-11,Contra Costa,20,4170
2015-11,Del Norte,0,250
2015-11,Del Norte,1,291
2015-11,Del Norte,2,257
2015-11,Del Norte,3,233
2015-11,Del Norte,4,233
2015-11,Del Norte,5,259
2015-11,Del Norte,6,225
2015-11,Del Norte,7,241
2015-11,Del Norte,8,246
2015-11,Del Norte,9,236
2015-11,Del Norte,10,214
2015-11,Del Norte,11,192
2015-11,Del Norte,12,198
2015-11,Del Norte,13,195
2015-11,Del Norte,14,181
2015-11,Del Norte,15,228
2015-11,Del Norte,16,181
2015-11,Del Norte,17,211
2015-11,Del Norte,18,190
2015-11,Del Norte,19,171
2015-11,Del Norte,20,186
2015-11,El Dorado,0,798
2015-11,El Dorado,1,784
2015-11,El Dorado,2,700
2015-11,El Dorado,3,729
2015-11,El Dorado,4,725
2015-11,El Dorado,5,777
2015-11,El Dorado,6,778
2015-11,El Dorado,7,794
2015-11,El Dorado,8,814
2015-11,El Dorado,9,792
2015-11,El Dorado,10,744
2015-11,El Dorado,11,712
2015-11,El Dorado,12,725
2015-11,El Dorado,13,690
2015-11,El Dorado,14,662
2015-11,El Dorado,15,659
2015-11,El Dorado,16,651
2015-11,El Dorado,17,651
2015-11,El Dorado,18,585
2015-11,El Dorado,19,502
2015-11,El Dorado,20,536
2015-11,Fresno,0,12507
2015-11,Fresno,1,12371
2015-11,Fresno,2,12119
2015-11,Fresno,3,12059
2015-11,Fresno,4,12031
2015-11,Fresno,5,11901
2015-11,Fresno,6,12010
2015-11,Fresno,7,12316
2015-11,Fresno,8,12289
2015-11,Fresno,9,11808
2015-11,Fresno,10,11182
2015-11,Fresno,11,10789
2015-11,Fresno,12,10488
2015-11,Fresno,13,10038
2015-11,Fresno,14,9973
2015-11,Fresno,15,9897
2015-11,Fresno,16,9611
2015-11,Fresno,17,9667
2015-11,Fresno,18,9264
2015-11,Fresno,19,8143
2015-11,Fresno,20,8280
2015-11,Glenn,0,290
2015-11,Glenn,1,341
2015-11,Glenn,2,277
2015-11,Glenn,3,255
2015-11,Glenn,4,290
2015-11,Glenn,5,272
2015-11,Glenn,6,335
2015-11,Glenn,7,334
2015-11,Glenn,8,302
2015-11,Glenn,9,322
2015-11,Glenn,10,315
