Reporting Period,County,Age,Number of Eligible Individuals
2015-01,Shasta,6,1350
2015-01,Shasta,7,1422
2015-01,Shasta,8,1270
2015-01,Shasta,9,1222
2015-01,Shasta,10,1130
2015-01,Shasta,11,1130
2015-01,Shasta,12,1154
2015-01,Shasta,13,1144
2015-01,Shasta,14,1055
2015-01,Shasta,15,1117
2015-01,Shasta,16,1113
2015-01,Shasta,17,1046
2015-01,Shasta,18,1136
2015-01,Shasta,19,1006
2015-01,Shasta,20,890
2015-01,Sierra,0,14
2015-01,Sierra,1,14
2015-01,Sierra,2,11
2015-01,Sierra,3,17
2015-01,Sierra,4,11
2015-01,Sierra,5,13
2015-01,Sierra,6,13
2015-01,Sierra,7,11
2015-01,Sierra,8,
2015-01,Sierra,9,12
2015-01,Sierra,10,
2015-01,Sierra,11,16
2015-01,Sierra,12,15
2015-01,Sierra,13,
2015-01,Sierra,14,
2015-01,Sierra,15,
2015-01,Sierra,16,13
2015-01,Sierra,17,11
2015-01,Sierra,18,15
2015-01,Sierra,19,16
2015-01,Sierra,20,
2015-01,Siskiyou,0,358
2015-01,Siskiyou,1,354
2015-01,Siskiyou,2,382
2015-01,Siskiyou,3,364
2015-01,Siskiyou,4,323
2015-01,Siskiyou,5,353
2015-01,Siskiyou,6,354
2015-01,Siskiyou,7,351
2015-01,Siskiyou,8,320
2015-01,Siskiyou,9,331
2015-01,Siskiyou,10,320
2015-01,Siskiyou,11,283
2015-01,Siskiyou,12,288
2015-01,Siskiyou,13,267
2015-01,Siskiyou,14,267
2015-01,Siskiyou,15,284
2015-01,Siskiyou,16,289
2015-01,Siskiyou,17,240
2015-01,Siskiyou,18,293
2015-01,Siskiyou,19,237
2015-01,Siskiyou,20,215
2015-01,Solano,0,2749
2015-01,Solano,1,2634
2015-01,Solano,2,2549
2015-01,Solano,3,2636
2015-01,Solano,4,2571
2015-01,Solano,5,2709
2015-01,Solano,6,2771
2015-01,Solano,7,2746
2015-01,Solano,8,2645
2015-01,Solano,9,2463
2015-01,Solano,10,2401
2015-01,Solano,11,2394
2015-01,Solano,12,2256
2015-01,Solano,13,2283
2015-01,Solano,14,2288
2015-01,Solano,15,2135
2015-01,Solano,16,2136
2015-01,Solano,17,2091
2015-01,Solano,18,2137
2015-01,Solano,19,1722
2015-01,Solano,20,1637
2015-01,Sonoma,0,2979
2015-01,Sonoma,1,2733
2015-01,Sonoma,2,2717
2015-01,Sonoma,3,2736
2015-01,Sonoma,4,2898
2015-01,Sonoma,5,2944
2015-01,Sonoma,6,3078
2015-01,Sonoma,7,2975
2015-01,Sonoma,8,2974
2015-01,Sonoma,9,2766
2015-01,Sonoma,10,2826
2015-01,Sonoma,11,2620
2015-01,Sonoma,12,2582
2015-01,Sonoma,13,2526
2015-01,Sonoma,14,2387
2015-01,Sonoma,15,2361
2015-01,Sonoma,16,2379
2015-01,Sonoma,17,2189
2015-01,Sonoma,18,2230
2015-01,Sonoma,19,1759
2015-01,Sonoma,20,1531
2015-01,Stanislaus,0,5752
2015-01,Stanislaus,1,5333
2015-01,Stanislaus,2,5105
2015-01,Stanislaus,3,5240
2015-01,Stanislaus,4,5222
2015-01,Stanislaus,5,5246
2015-01,Stanislaus,6,5509
2015-01,Stanislaus,7,5585
2015-01,Stanislaus,8,5399
2015-01,Stanislaus,9,5107
2015-01,Stanislaus,10,4855
2015-01,Stanislaus,11,4839
2015-01,Stanislaus,12,4888
2015-01,Stanislaus,13,4669
2015-01,Stanislaus,14,4636
2015-01,Stanislaus,15,4438
2015-01,Stanislaus,16,4426
2015-01,Stanislaus,17,4335
2015-01,Stanislaus,18,4385
2015-01,Stanislaus,19,4061
2015-01,Stanislaus,20,3538
2015-01,Sutter,0,967
2015-01,Sutter,1,918
2015-01,Sutter,2,897
2015-01,Sutter,3,943
2015-01,Sutter,4,941
2015-01,Sutter,5,981
2015-01,Sutter,6,948
2015-01,Sutter,7,952
2015-01,Sutter,8,964
2015-01,Sutter,9,910
2015-01,Sutter,10,876
2015-01,Sutter,11,901
2015-01,Sutter,12,840
2015-01,Sutter,13,810
2015-01,Sutter,14,811
2015-01,Sutter,15,751
2015-01,Sutter,16,765
2015-01,Sutter,17,776
2015-01,Sutter,18,710
2015-01,Sutter,19,675
2015-01,Sutter,20,568
2015-01,Tehama,0,725
2015-01,Tehama,1,636
2015-01,Tehama,2,637
2015-01,Tehama,3,632
2015-01,Tehama,4,620
2015-01,Tehama,5,641
2015-01,Tehama,6,675
2015-01,Tehama,7,644
2015-01,Tehama,8,664
2015-01,Tehama,9,632
2015-01,Tehama,10,551
2015-01,Tehama,11,558
2015-01,Tehama,12,555
2015-01,Tehama,13,458
2015-01,Tehama,14,543
2015-01,Tehama,15,490
2015-01,Tehama,16,511
2015-01,Tehama,17,462
2015-01,Tehama,18,485
2015-01,Tehama,19,401
2015-01,Tehama,20,381
2015-01,Trinity,0,98
2015-01,Trinity,1,89
2015-01,Trinity,2,98
2015-01,Trinity,3,76
2015-01,Trinity,4,77
2015-01,Trinity,5,81
2015-01,Trinity,6,87
2015-01,Trinity,7,84
2015-01,Trinity,8,81
2015-01,Trinity,9,94
2015-01,Trinity,10,70
2015-01,Trinity,11,99
2015-01,Trinity,12,75
2015-01,Trinity,13,92
2015-01,Trinity,14,56
2015-01,Trinity,15,76
2015-01,Trinity,16,79
2015-01,Trinity,17,78
2015-01,Trinity,18,88
2015-01,Trinity,19,66
2015-01,Trinity,20,55
2015-01,Tulare,0,6796
2015-01,Tulare,1,6205
2015-01,Tulare,2,6368
2015-01,Tulare,3,6362
2015-01,Tulare,4,6368
2015-01,Tulare,5,6558
2015-01,Tulare,6,6604
2015-01,Tulare,7,6673
2015-01,Tulare,8,6502
2015-01,Tulare,9,6256
2015-01,Tulare,10,6031
2015-01,Tulare,11,5832
2015-01,Tulare,12,5780
2015-01,Tulare,13,5590
2015-01,Tulare,14,5571
2015-01,Tulare,15,5227
2015-01,Tulare,16,5217
2015-01,Tulare,17,5161
2015-01,Tulare,18,4849
2015-01,Tulare,19,3837
2015-01,Tulare,20,3787
2015-01,Tuolumne,0,301
2015-01,Tuolumne,1,298
2015-01,Tuolumne,2,285
2015-01,Tuolumne,3,262
2015-01,Tuolumne,4,274
2015-01,Tuolumne,5,253
2015-01,Tuolumne,6,247
2015-01,Tuolumne,7,261
2015-01,Tuolumne,8,276
2015-01,Tuolumne,9,244
2015-01,Tuolumne,10,243
2015-01,Tuolumne,11,241
2015-01,Tuolumne,12,225
2015-01,Tuolumne,13,264
2015-01,Tuolumne,14,257
2015-01,Tuolumne,15,244
2015-01,Tuolumne,16,245
2015-01,Tuolumne,17,228
2015-01,Tuolumne,18,241
2015-01,Tuolumne,19,228
2015-01,Tuolumne,20,195
2015-01,Ventura,0,6024
2015-01,Ventura,1,5345
2015-01,Ventura,2,5234
2015-01,Ventura,3,5209
2015-01,Ventura,4,5449
2015-01,Ventura,5,5550
2015-01,Ventura,6,5835
2015-01,Ventura,7,5785
2015-01,Ventura,8,5661
2015-01,Ventura,9,5298
2015-01,Ventura,10,5159
2015-01,Ventura,11,4989
2015-01,Ventura,12,4746
2015-01,Ventura,13,4744
2015-01,Ventura,14,4588
2015-01,Ventura,15,4543
2015-01,Ventura,16,4488
2015-01,Ventura,17,4433
2015-01,Ventura,18,4270
2015-01,Ventura,19,3293
2015-01,Ventura,20,3067
2015-01,Yolo,0,1404
2015-01,Yolo,1,1320
2015-01,Yolo,2,1231
2015-01,Yolo,3,1172
2015-01,Yolo,4,1195
2015-01,Yolo,5,1281
2015-01,Yolo,6,1295
2015-01,Yolo,7,1212
2015-01,Yolo,8,1339
2015-01,Yolo,9,1193
2015-01,Yolo,10,1142
2015-01,Yolo,11,1151
2015-01,Yolo,12,1066
2015-01,Yolo,13,1133
2015-01,Yolo,14,1105
2015-01,Yolo,15,1029
2015-01,Yolo,16,1047
2015-01,Yolo,17,968
2015-01,Yolo,18,1024
2015-01,Yolo,19,869
2015-01,Yolo,20,877
2015-01,Yuba,0,823
2015-01,Yuba,1,725
2015-01,Yuba,2,663
2015-01,Yuba,3,710
2015-01,Yuba,4,734
2015-01,Yuba,5,672
2015-01,Yuba,6,741
2015-01,Yuba,7,736
2015-01,Yuba,8,693
2015-01,Yuba,9,698
2015-01,Yuba,10,648
2015-01,Yuba,11,626
2015-01,Yuba,12,635
2015-01,Yuba,13,619
2015-01,Yuba,14,596
2015-01,Yuba,15,577
2015-01,Yuba,16,582
2015-01,Yuba,17,588
2015-01,Yuba,18,566
2015-01,Yuba,19,504
2015-01,Yuba,20,452
2015-02,Alameda,0,8613
2015-02,Alameda,1,8279
2015-02,Alameda,2,8167
2015-02,Alameda,3,8033
2015-02,Alameda,4,8023
2015-02,Alameda,5,8522
2015-02,Alameda,6,8717
2015-02,Alameda,7,8781
2015-02,Alameda,8,8241
2015-02,Alameda,9,8108
2015-02,Alameda,10,7641
2015-02,Alameda,11,7682
2015-02,Alameda,12,7412
2015-02,Alameda,13,7226
2015-02,Alameda,14,7457
2015-02,Alameda,15,7130
2015-02,Alameda,16,7162
2015-02,Alameda,17,7289
2015-02,Alameda,18,7152
2015-02,Alameda,19,5749
2015-02,Alameda,20,5488
2015-02,Alpine,0,15
2015-02,Alpine,1,
2015-02,Alpine,2,
2015-02,Alpine,3,
2015-02,Alpine,4,
2015-02,Alpine,5,
2015-02,Alpine,6,
2015-02,Alpine,7,
2015-02,Alpine,8,
2015-02,Alpine,9,
2015-02,Alpine,10,11
2015-02,Alpine,11,
2015-02,Alpine,12,
2015-02,Alpine,13,
2015-02,Alpine,14,
2015-02,Alpine,15,
2015-02,Alpine,16,
2015-02,Alpine,17,
2015-02,Alpine,18,
2015-02,Alpine,19,11
2015-02,Alpine,20,
2015-02,Amador,0,187
2015-02,Amador,1,132
2015-02,Amador,2,172
2015-02,Amador,3,143
2015-02,Amador,4,139
2015-02,Amador,5,155
2015-02,Amador,6,148
2015-02,Amador,7,159
2015-02,Amador,8,151
2015-02,Amador,9,163
2015-02,Amador,10,161
2015-02,Amador,11,136
2015-02,Amador,12,149
2015-02,Amador,13,131
2015-02,Amador,14,140
2015-02,Amador,15,133
2015-02,Amador,16,131
2015-02,Amador,17,135
2015-02,Amador,18,151
2015-02,Amador,19,117
2015-02,Amador,20,83
2015-02,Butte,0,1780
2015-02,Butte,1,1567
2015-02,Butte,2,1533
2015-02,Butte,3,1488
2015-02,Butte,4,1619
2015-02,Butte,5,1524
2015-02,Butte,6,1544
2015-02,Butte,7,1537
2015-02,Butte,8,1611
2015-02,Butte,9,1455
2015-02,Butte,10,1380
2015-02,Butte,11,1411
2015-02,Butte,12,1337
2015-02,Butte,13,1396
2015-02,Butte,14,1301
2015-02,Butte,15,1304
2015-02,Butte,16,1324
2015-02,Butte,17,1301
2015-02,Butte,18,1382
2015-02,Butte,19,1397
2015-02,Butte,20,1294
2015-02,Calaveras,0,241
2015-02,Calaveras,1,217
2015-02,Calaveras,2,201
2015-02,Calaveras,3,221
2015-02,Calaveras,4,197
2015-02,Calaveras,5,230
2015-02,Calaveras,6,230
2015-02,Calaveras,7,227
2015-02,Calaveras,8,221
2015-02,Calaveras,9,239
2015-02,Calaveras,10,206
2015-02,Calaveras,11,209
2015-02,Calaveras,12,210
2015-02,Calaveras,13,186
2015-02,Calaveras,14,209
2015-02,Calaveras,15,234
2015-02,Calaveras,16,224
2015-02,Calaveras,17,202
2015-02,Calaveras,18,205
2015-02,Calaveras,19,171
2015-02,Calaveras,20,148
2015-02,Colusa,0,235
2015-02,Colusa,1,245
2015-02,Colusa,2,251
2015-02,Colusa,3,218
2015-02,Colusa,4,242
2015-02,Colusa,5,258
2015-02,Colusa,6,272
2015-02,Colusa,7,290
2015-02,Colusa,8,296
2015-02,Colusa,9,264
2015-02,Colusa,10,261
2015-02,Colusa,11,224
2015-02,Colusa,12,225
2015-02,Colusa,13,223
2015-02,Colusa,14,215
2015-02,Colusa,15,224
2015-02,Colusa,16,235
2015-02,Colusa,17,214
2015-02,Colusa,18,183
2015-02,Colusa,19,162
2015-02,Colusa,20,138
2015-02,Contra Costa,0,5858
2015-02,Contra Costa,1,5507
2015-02,Contra Costa,2,5580
2015-02,Contra Costa,3,5413
2015-02,Contra Costa,4,5613
2015-02,Contra Costa,5,5712
2015-02,Contra Costa,6,5823
2015-02,Contra Costa,7,6040
2015-02,Contra Costa,8,5839
2015-02,Contra Costa,9,5576
2015-02,Contra Costa,10,5504
2015-02,Contra Costa,11,5367
2015-02,Contra Costa,12,5265
2015-02,Contra Costa,13,5296
2015-02,Contra Costa,14,5277
2015-02,Contra Costa,15,5145
2015-02,Contra Costa,16,5240
2015-02,Contra Costa,17,5244
2015-02,Contra Costa,18,4921
2015-02,Contra Costa,19,4196
2015-02,Contra Costa,20,3674
2015-02,Del Norte,0,275
2015-02,Del Norte,1,253
2015-02,Del Norte,2,221
2015-02,Del Norte,3,233
2015-02,Del Norte,4,264
2015-02,Del Norte,5,228
2015-02,Del Norte,6,230
2015-02,Del Norte,7,225
2015-02,Del Norte,8,260
2015-02,Del Norte,9,222
2015-02,Del Norte,10,189
2015-02,Del Norte,11,207
2015-02,Del Norte,12,190
2015-02,Del Norte,13,177
2015-02,Del Norte,14,203
2015-02,Del Norte,15,186
2015-02,Del Norte,16,211
2015-02,Del Norte,17,192
2015-02,Del Norte,18,200
2015-02,Del Norte,19,161
2015-02,Del Norte,20,156
2015-02,El Dorado,0,859
2015-02,El Dorado,1,693
2015-02,El Dorado,2,704
2015-02,El Dorado,3,749
2015-02,El Dorado,4,726
2015-02,El Dorado,5,797
2015-02,El Dorado,6,790
2015-02,El Dorado,7,795
2015-02,El Dorado,8,812
2015-02,El Dorado,9,764
2015-02,El Dorado,10,728
2015-02,El Dorado,11,746
2015-02,El Dorado,12,710
2015-02,El Dorado,13,678
2015-02,El Dorado,14,641
2015-02,El Dorado,15,674
2015-02,El Dorado,16,646
2015-02,El Dorado,17,628
2015-02,El Dorado,18,639
2015-02,El Dorado,19,522
2015-02,El Dorado,20,466
2015-02,Fresno,0,12944
2015-02,Fresno,1,12100
2015-02,Fresno,2,12015
2015-02,Fresno,3,11880
2015-02,Fresno,4,11947
2015-02,Fresno,5,11951
2015-02,Fresno,6,11944
2015-02,Fresno,7,12343
2015-02,Fresno,8,11828
2015-02,Fresno,9,11142
2015-02,Fresno,10,10881
2015-02,Fresno,11,10421
2015-02,Fresno,12,10094
2015-02,Fresno,13,9775
2015-02,Fresno,14,9831
2015-02,Fresno,15,9489
2015-02,Fresno,16,9666
2015-02,Fresno,17,9216
2015-02,Fresno,18,9107
2015-02,Fresno,19,7652
2015-02,Fresno,20,7598
2015-02,Glenn,0,344
2015-02,Glenn,1,302
2015-02,Glenn,2,269
2015-02,Glenn,3,269
2015-02,Glenn,4,276
2015-02,Glenn,5,338
2015-02,Glenn,6,320
2015-02,Glenn,7,307
2015-02,Glenn,8,329
2015-02,Glenn,9,306
2015-02,Glenn,10,287
2015-02,Glenn,11,285
2015-02,Glenn,12,250
2015-02,Glenn,13,242
2015-02,Glenn,14,282
2015-02,Glenn,15,259
2015-02,Glenn,16,282
2015-02,Glenn,17,241
2015-02,Glenn,18,247
2015-02,Glenn,19,167
2015-02,Glenn,20,177
2015-02,Humboldt,0,1164
2015-02,Humboldt,1,1110
2015-02,Humboldt,2,1026
2015-02,Humboldt,3,971
2015-02,Humboldt,4,993
2015-02,Humboldt,5,956
2015-02,Humboldt,6,994
2015-02,Humboldt,7,983
2015-02,Humboldt,8,964
2015-02,Humboldt,9,984
2015-02,Humboldt,10,871
2015-02,Humboldt,11,829
2015-02,Humboldt,12,774
2015-02,Humboldt,13,830
2015-02,Humboldt,14,736
2015-02,Humboldt,15,751
2015-02,Humboldt,16,739
2015-02,Humboldt,17,753
2015-02,Humboldt,18,731
2015-02,Humboldt,19,679
2015-02,Humboldt,20,663
2015-02,Imperial,0,2346
2015-02,Imperial,1,1964
2015-02,Imperial,2,1981
2015-02,Imperial,3,1951
2015-02,Imperial,4,1977
2015-02,Imperial,5,2046
2015-02,Imperial,6,2062
2015-02,Imperial,7,1996
2015-02,Imperial,8,1981
2015-02,Imperial,9,1946
2015-02,Imperial,10,1855
2015-02,Imperial,11,1837
2015-02,Imperial,12,1827
2015-02,Imperial,13,1745
2015-02,Imperial,14,1832
2015-02,Imperial,15,1785
2015-02,Imperial,16,1762
2015-02,Imperial,17,1753
2015-02,Imperial,18,1725
2015-02,Imperial,19,1436
2015-02,Imperial,20,1307
2015-02,Inyo,0,143
2015-02,Inyo,1,133
2015-02,Inyo,2,119
2015-02,Inyo,3,128
2015-02,Inyo,4,102
2015-02,Inyo,5,130
2015-02,Inyo,6,117
2015-02,Inyo,7,118
2015-02,Inyo,8,131
2015-02,Inyo,9,114
2015-02,Inyo,10,108
2015-02,Inyo,11,107
2015-02,Inyo,12,94
2015-02,Inyo,13,97
2015-02,Inyo,14,89
2015-02,Inyo,15,115
2015-02,Inyo,16,100
2015-02,Inyo,17,89
2015-02,Inyo,18,106
2015-02,Inyo,19,80
2015-02,Inyo,20,68
2015-02,Kern,0,10950
2015-02,Kern,1,9911
2015-02,Kern,2,10083
2015-02,Kern,3,9723
2015-02,Kern,4,9785
2015-02,Kern,5,9932
2015-02,Kern,6,10261
2015-02,Kern,7,9976
2015-02,Kern,8,9924
2015-02,Kern,9,9261
2015-02,Kern,10,8950
2015-02,Kern,11,8746
2015-02,Kern,12,8513
2015-02,Kern,13,8251
2015-02,Kern,14,8140
2015-02,Kern,15,7989
2015-02,Kern,16,7710
2015-02,Kern,17,7720
2015-02,Kern,18,7465
2015-02,Kern,19,6600
2015-02,Kern,20,6234
2015-02,Kings,0,1564
2015-02,Kings,1,1465
2015-02,Kings,2,1434
2015-02,Kings,3,1513
2015-02,Kings,4,1411
2015-02,Kings,5,1512
2015-02,Kings,6,1630
2015-02,Kings,7,1549
2015-02,Kings,8,1518
2015-02,Kings,9,1402
2015-02,Kings,10,1379
2015-02,Kings,11,1257
2015-02,Kings,12,1306
2015-02,Kings,13,1229
2015-02,Kings,14,1178
2015-02,Kings,15,1232
2015-02,Kings,16,1134
2015-02,Kings,17,1128
2015-02,Kings,18,1096
2015-02,Kings,19,991
2015-02,Kings,20,849
2015-02,Lake,0,647
2015-02,Lake,1,630
2015-02,Lake,2,624
2015-02,Lake,3,560
2015-02,Lake,4,609
2015-02,Lake,5,597
2015-02,Lake,6,580
2015-02,Lake,7,602
2015-02,Lake,8,595
2015-02,Lake,9,584
2015-02,Lake,10,525
2015-02,Lake,11,498
2015-02,Lake,12,502
2015-02,Lake,13,485
2015-02,Lake,14,515
2015-02,Lake,15,520
2015-02,Lake,16,496
2015-02,Lake,17,466
2015-02,Lake,18,525
2015-02,Lake,19,452
2015-02,Lake,20,386
2015-02,Lassen,0,209
2015-02,Lassen,1,193
2015-02,Lassen,2,158
2015-02,Lassen,3,172
2015-02,Lassen,4,160
2015-02,Lassen,5,163
2015-02,Lassen,6,152
2015-02,Lassen,7,165
2015-02,Lassen,8,140
2015-02,Lassen,9,157
2015-02,Lassen,10,142
2015-02,Lassen,11,136
2015-02,Lassen,12,137
2015-02,Lassen,13,130
2015-02,Lassen,14,121
2015-02,Lassen,15,116
2015-02,Lassen,16,136
2015-02,Lassen,17,124
2015-02,Lassen,18,116
2015-02,Lassen,19,108
2015-02,Lassen,20,120
2015-02,Los Angeles,0,81302
2015-02,Los Angeles,1,74605
2015-02,Los Angeles,2,74460
2015-02,Los Angeles,3,73381
2015-02,Los Angeles,4,74387
2015-02,Los Angeles,5,77068
2015-02,Los Angeles,6,78676
2015-02,Los Angeles,7,80051
2015-02,Los Angeles,8,77959
2015-02,Los Angeles,9,74019
2015-02,Los Angeles,10,72919
2015-02,Los Angeles,11,71138
2015-02,Los Angeles,12,70429
2015-02,Los Angeles,13,70558
2015-02,Los Angeles,14,72000
2015-02,Los Angeles,15,71307
2015-02,Los Angeles,16,71410
2015-02,Los Angeles,17,72787
2015-02,Los Angeles,18,71524
2015-02,Los Angeles,19,64040
2015-02,Los Angeles,20,59018
2015-02,Madera,0,2066
2015-02,Madera,1,1856
2015-02,Madera,2,1820
2015-02,Madera,3,1849
2015-02,Madera,4,1857
2015-02,Madera,5,1789
2015-02,Madera,6,1923
2015-02,Madera,7,1916
2015-02,Madera,8,1938
2015-02,Madera,9,1694
2015-02,Madera,10,1777
2015-02,Madera,11,1645
2015-02,Madera,12,1604
2015-02,Madera,13,1605
2015-02,Madera,14,1560
2015-02,Madera,15,1512
2015-02,Madera,16,1438
2015-02,Madera,17,1491
2015-02,Madera,18,1405
2015-02,Madera,19,1225
2015-02,Madera,20,1117
2015-02,Marin,0,947
2015-02,Marin,1,829
2015-02,Marin,2,803
2015-02,Marin,3,850
2015-02,Marin,4,830
2015-02,Marin,5,857
2015-02,Marin,6,917
2015-02,Marin,7,972
2015-02,Marin,8,882
2015-02,Marin,9,804
2015-02,Marin,10,817
2015-02,Marin,11,837
2015-02,Marin,12,791
2015-02,Marin,13,761
2015-02,Marin,14,737
2015-02,Marin,15,733
2015-02,Marin,16,712
2015-02,Marin,17,694
2015-02,Marin,18,679
2015-02,Marin,19,565
2015-02,Marin,20,504
2015-02,Mariposa,0,89
2015-02,Mariposa,1,91
2015-02,Mariposa,2,90
2015-02,Mariposa,3,82
2015-02,Mariposa,4,77
2015-02,Mariposa,5,94
2015-02,Mariposa,6,92
2015-02,Mariposa,7,77
2015-02,Mariposa,8,100
2015-02,Mariposa,9,86
2015-02,Mariposa,10,81
2015-02,Mariposa,11,81
2015-02,Mariposa,12,78
2015-02,Mariposa,13,87
2015-02,Mariposa,14,85
2015-02,Mariposa,15,85
2015-02,Mariposa,16,74
2015-02,Mariposa,17,78
2015-02,Mariposa,18,92
2015-02,Mariposa,19,85
2015-02,Mariposa,20,65
2015-02,Mendocino,0,911
2015-02,Mendocino,1,862
2015-02,Mendocino,2,907
2015-02,Mendocino,3,862
2015-02,Mendocino,4,836
2015-02,Mendocino,5,878
2015-02,Mendocino,6,874
2015-02,Mendocino,7,846
2015-02,Mendocino,8,794
2015-02,Mendocino,9,831
2015-02,Mendocino,10,773
2015-02,Mendocino,11,726
2015-02,Mendocino,12,744
2015-02,Mendocino,13,735
2015-02,Mendocino,14,724
2015-02,Mendocino,15,701
2015-02,Mendocino,16,675
2015-02,Mendocino,17,683
2015-02,Mendocino,18,699
2015-02,Mendocino,19,645
2015-02,Mendocino,20,573
2015-02,Merced,0,3474
2015-02,Merced,1,3396
2015-02,Merced,2,3474
2015-02,Merced,3,3422
2015-02,Merced,4,3373
2015-02,Merced,5,3462
2015-02,Merced,6,3460
2015-02,Merced,7,3533
2015-02,Merced,8,3592
2015-02,Merced,9,3290
2015-02,Merced,10,3219
2015-02,Merced,11,3071
2015-02,Merced,12,3145
2015-02,Merced,13,3026
2015-02,Merced,14,3020
2015-02,Merced,15,2952
2015-02,Merced,16,2764
2015-02,Merced,17,2783
2015-02,Merced,18,2787
2015-02,Merced,19,2581
2015-02,Merced,20,2254
2015-02,Modoc,0,71
2015-02,Modoc,1,61
2015-02,Modoc,2,69
2015-02,Modoc,3,63
2015-02,Modoc,4,76
2015-02,Modoc,5,57
2015-02,Modoc,6,69
2015-02,Modoc,7,59
2015-02,Modoc,8,74
2015-02,Modoc,9,59
2015-02,Modoc,10,52
2015-02,Modoc,11,71
2015-02,Modoc,12,53
2015-02,Modoc,13,49
2015-02,Modoc,14,49
2015-02,Modoc,15,37
2015-02,Modoc,16,60
2015-02,Modoc,17,54
2015-02,Modoc,18,58
2015-02,Modoc,19,50
2015-02,Modoc,20,41
2015-02,Mono,0,108
2015-02,Mono,1,104
2015-02,Mono,2,93
2015-02,Mono,3,92
2015-02,Mono,4,80
2015-02,Mono,5,75
2015-02,Mono,6,91
2015-02,Mono,7,88
2015-02,Mono,8,94
2015-02,Mono,9,79
2015-02,Mono,10,106
2015-02,Mono,11,70
2015-02,Mono,12,74
2015-02,Mono,13,77
2015-02,Mono,14,72
2015-02,Mono,15,53
2015-02,Mono,16,59
2015-02,Mono,17,74
2015-02,Mono,18,52
2015-02,Mono,19,58
2015-02,Mono,20,44
2015-02,Monterey,0,5362
2015-02,Monterey,1,4978
2015-02,Monterey,2,4759
2015-02,Monterey,3,4773
2015-02,Monterey,4,4811
2015-02,Monterey,5,4840
2015-02,Monterey,6,5087
2015-02,Monterey,7,5000
2015-02,Monterey,8,4881
2015-02,Monterey,9,4551
2015-02,Monterey,10,4304
2015-02,Monterey,11,4150
2015-02,Monterey,12,3898
2015-02,Monterey,13,3782
2015-02,Monterey,14,3523
2015-02,Monterey,15,3424
2015-02,Monterey,16,3346
2015-02,Monterey,17,3263
2015-02,Monterey,18,3178
2015-02,Monterey,19,2818
2015-02,Monterey,20,2610
2015-02,Napa,0,809
2015-02,Napa,1,715
2015-02,Napa,2,726
2015-02,Napa,3,762
2015-02,Napa,4,765
2015-02,Napa,5,753
2015-02,Napa,6,802
2015-02,Napa,7,826
2015-02,Napa,8,829
2015-02,Napa,9,778
2015-02,Napa,10,740
2015-02,Napa,11,759
2015-02,Napa,12,694
2015-02,Napa,13,658
2015-02,Napa,14,674
2015-02,Napa,15,631
2015-02,Napa,16,641
2015-02,Napa,17,617
2015-02,Napa,18,591
2015-02,Napa,19,528
2015-02,Napa,20,430
2015-02,Nevada,0,500
2015-02,Nevada,1,541
2015-02,Nevada,2,479
2015-02,Nevada,3,454
2015-02,Nevada,4,475
2015-02,Nevada,5,446
2015-02,Nevada,6,511
2015-02,Nevada,7,495
2015-02,Nevada,8,470
2015-02,Nevada,9,443
2015-02,Nevada,10,433
2015-02,Nevada,11,441
2015-02,Nevada,12,448
2015-02,Nevada,13,448
2015-02,Nevada,14,445
2015-02,Nevada,15,418
2015-02,Nevada,16,459
2015-02,Nevada,17,422
2015-02,Nevada,18,413
2015-02,Nevada,19,374
2015-02,Nevada,20,296
2015-02,Orange,0,19402
2015-02,Orange,1,18661
2015-02,Orange,2,18594
2015-02,Orange,3,18419
2015-02,Orange,4,18775
2015-02,Orange,5,19655
2015-02,Orange,6,20626
2015-02,Orange,7,21332
2015-02,Orange,8,20694
2015-02,Orange,9,19889
2015-02,Orange,10,19205
2015-02,Orange,11,19180
2015-02,Orange,12,18524
2015-02,Orange,13,18364
2015-02,Orange,14,18891
2015-02,Orange,15,18575
2015-02,Orange,16,17924
2015-02,Orange,17,18151
2015-02,Orange,18,18184
2015-02,Orange,19,13866
2015-02,Orange,20,12746
2015-02,Placer,0,1420
2015-02,Placer,1,1415
2015-02,Placer,2,1268
2015-02,Placer,3,1364
2015-02,Placer,4,1314
2015-02,Placer,5,1348
2015-02,Placer,6,1457
2015-02,Placer,7,1497
2015-02,Placer,8,1460
2015-02,Placer,9,1392
2015-02,Placer,10,1362
2015-02,Placer,11,1287
2015-02,Placer,12,1284
2015-02,Placer,13,1257
2015-02,Placer,14,1290
2015-02,Placer,15,1205
2015-02,Placer,16,1227
2015-02,Placer,17,1205
2015-02,Placer,18,1117
2015-02,Placer,19,907
2015-02,Placer,20,839
2015-02,Plumas,0,119
2015-02,Plumas,1,115
2015-02,Plumas,2,117
2015-02,Plumas,3,97
2015-02,Plumas,4,107
2015-02,Plumas,5,100
2015-02,Plumas,6,95
2015-02,Plumas,7,114
2015-02,Plumas,8,94
2015-02,Plumas,9,89
2015-02,Plumas,10,95
2015-02,Plumas,11,87
2015-02,Plumas,12,89
2015-02,Plumas,13,87
2015-02,Plumas,14,91
2015-02,Plumas,15,87
2015-02,Plumas,16,90
2015-02,Plumas,17,78
2015-02,Plumas,18,70
2015-02,Plumas,19,86
2015-02,Plumas,20,93
2015-02,Riverside,0,21067
2015-02,Riverside,1,20299
2015-02,Riverside,2,19730
2015-02,Riverside,3,19606
